pureza,fedi,x1,x2,x3,x4,x5,x6,x7
-0.001,10.0,3.063554411131068,60.82508899824304,59.67341367264955,25,53,52,39
-0.001,10.0,3.5326628819734194,84.81819525209991,57.83504867229333,15,5,12,43
-0.001,10.0,2.09804887133719,73.42491963588478,58.921187228268295,16,5,19,47
-0.001,10.0,3.5874905181143557,84.28736358598017,54.559490433585886,25,37,6,43
-0.001,10.0,2.4513643939416974,77.42995685167323,59.16799372819831,23,43,56,44
-0.001,10.0,2.0061303684617116,73.34691513731124,58.82897094189243,27,16,54,43
-0.001,10.0,4.14954604168126,72.59419015346373,58.63240270223695,18,2,47,47
-0.001,10.0,2.2463418623442033,73.92271367933158,59.363485464681716,26,36,23,44
-0.001,10.0,2.54101669284197,73.18446714159343,53.547241402745065,22,52,47,41
-0.001,10.0,4.9717523897036395,56.76394323291945,53.474341094798504,16,57,18,38
-0.001,10.0,3.002788496336496,74.02634793438061,59.2682544287575,24,36,11,44
-0.001,10.0,4.9717523897036395,55.28739477243314,58.892862050514275,16,53,18,38
-0.001,10.0,2.0416020518295506,60.83642466657134,56.886809130710056,50,31,41,47
-0.001,10.0,3.47201151506011,73.42491963588478,58.921187228268295,23,5,40,47
-0.001,10.0,2.09804887133719,75.75657027341195,53.50226167699701,17,12,21,47
-0.001,10.0,3.6090279286372002,52.96896590770752,54.5538536809014,28,38,17,39
-0.001,10.0,2.1227111138957495,61.90919722946835,52.22890899753055,16,51,56,41
-0.001,10.0,2.058998975498408,74.89020767157416,53.783743177308054,22,44,46,41
-0.001,10.0,4.5636526196065486,73.04208895129909,59.67341367264955,15,53,9,39
-0.001,10.0,2.136766369683123,76.40748586496292,53.898461906840026,24,53,19,43
-0.001,10.0,2.5045510552388643,73.04078130800752,58.63240270223695,18,2,47,47
-0.001,10.0,3.5870817311028316,83.65506711014565,54.559490433585886,29,1,6,43
-0.001,10.0,3.5326628819734194,85.43615284431604,59.40005358680247,15,10,11,43
-0.001,10.0,2.449511171031876,73.16710619910229,59.078154849424905,26,45,41,41
-0.001,10.0,4.169426622502767,76.4584147726203,59.27395550205515,23,36,50,45
-0.001,10.0,2.5186793554582207,77.42995685167323,54.89756406261422,23,43,56,44
-0.001,10.0,3.0045910087102774,75.39744572898887,59.260398810199355,22,29,52,44
-0.001,10.0,2.055876452969904,72.80652032387879,59.56463459669067,23,36,19,39
-0.001,10.0,3.5870817311028316,53.03738295004355,54.568808558086126,30,1,10,43
-0.001,10.0,2.0416020518295506,61.75601527096982,56.886809130710056,51,30,41,47
-0.001,10.0,3.7755990185588355,84.82775839971228,59.954309535097515,15,10,10,43
-0.001,10.0,2.0693424876210877,72.80652032387879,59.57731036870392,23,36,21,44
-0.001,10.0,2.54101669284197,73.16710619910229,53.80122384209928,27,24,47,41
-0.001,10.0,2.54101669284197,73.18446714159343,53.547241402745065,18,52,49,43
-0.001,10.0,2.2463418623442033,73.92271367933158,59.363485464681716,26,52,23,44
-0.001,10.0,4.136138304739587,80.83572756474487,59.67341367264955,16,54,5,39
-0.001,10.0,4.089595476041576,50.769334493989994,58.398802875000314,18,2,15,46
-0.001,10.0,2.5168261325483994,78.11339745933718,54.39874201639646,26,51,42,41
-0.001,10.0,4.294042184579399,74.27477797282567,58.42118112094447,2,52,42,47
-0.001,10.0,4.427727893114724,74.84750370446922,52.81805777190311,23,31,20,44
-0.001,10.0,3.981534173110856,80.499102444297,58.51849636833391,15,2,47,47
-0.001,10.0,2.259508869773939,69.03034677242229,59.2320971866875,16,30,52,31
-0.001,10.0,3.6444432678909697,72.73368610766458,54.17551623996579,2,3,48,39
-0.001,10.0,2.5186793554582207,55.379855840738365,54.62989755389714,23,43,56,44
-0.001,10.0,2.3968370658403297,76.40071988212314,59.93110491230862,23,36,50,45
-0.001,10.0,4.997628132769283,77.2450647060934,53.474341094798504,14,56,18,38
-0.001,10.0,2.0990718083064923,84.82775839971228,59.94617680273048,15,35,10,43
-0.998993872,321.0869385850472,2.5186793554582207,72.99673579230927,54.89756406261422,23,30,41,47
-0.001,10.0,3.521772547699525,73.03272719580217,59.15187615349342,25,9,19,43
-0.001,10.0,3.4451804749939163,85.43615284431604,59.40005358680247,15,11,4,43
-0.001,10.0,2.8426021149030447,55.379855840738365,54.62989755389714,23,43,56,44
-0.001,10.0,2.529732682497535,80.62183402956416,59.20772144604464,15,51,47,47
-0.001,10.0,2.259508869773939,69.03034677242229,59.55687371978032,1,53,52,31
-0.001,10.0,3.968631982741808,77.99066587407,54.14361064193511,23,2,47,39
-0.001,10.0,2.1952733184918944,73.16710619910229,53.55162665955567,26,51,47,43
-0.001,10.0,2.559475971864045,69.0528140060985,59.67907865797435,18,24,49,31
-0.001,10.0,4.169426622502767,62.73481988621066,59.27859359748777,21,36,6,45
-0.001,10.0,3.575930628217348,51.123781963641534,56.886809130710056,45,30,22,38
-0.001,10.0,2.241049594388211,73.16199990791723,53.547241402745065,18,52,52,43
-0.001,10.0,2.0020875535141034,76.7901263701627,59.61883737789951,50,53,53,39
-0.001,10.0,2.541744416724355,74.78980881397206,53.756073167270976,23,36,19,41
-0.001,10.0,2.777072041971137,69.0528140060985,59.59154508431467,18,25,49,31
-0.001,10.0,3.4725958105255637,83.2978524230405,59.569700022751775,15,10,6,43
-0.001,10.0,3.623581766446865,83.65506711014565,54.559490433585886,29,1,13,43
-0.001,10.0,2.5045510552388643,77.22662973541843,58.16965025866634,18,2,20,37
-0.001,10.0,2.059393576198829,68.18922196645357,59.57954904100188,23,36,19,43
-0.001,10.0,2.0008565073582902,59.17761865918374,59.63784974851632,27,45,12,41
-0.001,10.0,3.575930628217348,50.01797987317855,58.09520476094835,53,30,49,48
-0.001,10.0,3.510891959782425,85.43615284431604,59.40005358680247,15,11,4,43
-0.001,10.0,3.4272960024534136,62.65873030651223,59.569700022751775,15,39,6,45
-0.001,10.0,2.559475971864045,69.0528140060985,56.93710982372622,16,24,49,31
-0.001,10.0,2.390328956780047,76.40071988212314,59.93110491230862,23,36,50,45
-0.001,10.0,3.9728851801428204,84.69033351066491,59.27859359748777,21,11,6,43
-0.001,10.0,2.0779700316084746,73.03272719580217,59.29392231115262,23,34,19,43
-0.001,10.0,2.0342562782762355,72.80652032387879,59.56463459669067,23,35,19,39
-0.001,10.0,3.465301160808724,52.96896590770752,54.17551623996579,15,3,20,38
-0.001,10.0,3.990274057094107,80.78179531723376,58.51849636833391,15,2,42,47
-0.001,10.0,4.285302300596142,65.53262730002615,59.675203201328515,15,26,47,45
-0.001,10.0,4.050136546406411,69.03034677242229,59.2320971866875,18,30,15,31
-0.001,10.0,3.575930628217348,53.24016770877218,59.58166061179872,53,30,49,30
-0.001,10.0,2.6355192485331043,50.769334493989994,58.8599278307632,18,2,52,46
-0.001,10.0,4.2558464086035634,73.05342460379816,56.972848576180944,2,30,41,43
-0.001,10.0,2.54101669284197,74.91285905950026,53.547241402745065,27,32,49,44
