pureza,reboiler,x1,x2,x3,x4,x5
-0.952380739,84.78184631148,0.21428052253641888,5.330477781229464,3,13,34
-0.952380272,73.6904914362,0.19707314161448727,4.7906316111676945,3,8,30
-0.952364433,54.8691528096,0.4953650561637028,3.422693777753333,3,7,32
-0.952095242,33.14076779952,0.3526759218184736,2.543980261160472,3,13,35
-0.952348365,43.91068571028,0.23465720248773103,3.191089434795675,3,13,35
-0.952380819,97.91629845948,0.38859094497217694,5.589643359661166,3,13,33
-0.154777536,1.7834385979188,0.19811444126999567,2.0800662809223027,3,1,27
-0.936765615,13.114088976312,0.22862877252728364,1.617241076720112,3,13,34
-0.369785961,7.069282134804,0.6503002732661224,2.1169539551477543,3,1,27
-0.952364433,54.8691528096,0.4953650561637028,3.422693777753333,3,7,32
-0.952348365,43.91068571028,0.23465720248773103,3.191089434795675,3,13,35
-0.941641143,29.91686460138,0.38097806014679075,2.367672597616692,3,2,27
-0.952379508,72.44643028968,0.3829696759637444,4.390699430910335,3,8,21
-0.258604674,4.932982507284,0.38097806014679075,2.367672597616692,3,1,27
-0.154777737,1.7839605034728,0.19811444126999567,2.0803261460766986,3,1,27
-0.952380829,98.861369751,0.3884977398168085,5.634679995782668,3,15,25
-0.154777536,1.7834385979188,0.19811444126999567,2.0800662809223027,3,1,27
-0.744821392,9.170346030336,0.20879975029102446,1.0582637213799413,3,13,34
